cpu_util,mem_util,gpu_util0,gmem_util0,gpu_util1,gmem_util1
59.4,9.9,98,12.97,99,12.97
93.2,9.9,97,12.97,95,12.97
92.5,9.9,96,12.97,97,12.97
51.9,10.0,95,12.97,91,12.97
91.7,9.7,91,12.97,87,12.97
98.1,9.7,79,12.97,99,12.97
51.6,9.6,98,12.97,96,12.97
26.7,9.6,98,12.97,93,12.97
86.9,9.6,98,12.97,98,12.97
55.1,9.7,93,12.97,97,12.97
84.2,9.7,93,12.97,95,12.97
95.0,9.7,98,12.97,96,12.97
53.9,9.6,98,12.97,98,12.97
96.3,9.6,0,12.97,0,12.97
83.1,8.6,0,12.97,0,12.97
50.2,9.0,0,12.97,0,12.97
43.2,9.1,0,12.97,0,12.97
83.7,9.3,0,12.97,0,12.97
59.2,9.7,0,12.97,81,12.97
26.9,9.7,96,12.97,98,12.97
90.6,9.8,97,12.97,95,12.97
58.7,9.7,96,12.97,98,12.97
93.9,9.7,92,12.97,95,12.97
94.1,9.7,98,12.97,97,12.97
50.0,9.6,97,12.97,95,12.97
93.1,9.7,97,12.97,92,12.97
92.8,9.7,96,12.97,98,12.97
59.1,9.8,95,12.97,99,12.97
96.2,9.7,94,12.97,99,12.97
94.5,9.7,97,12.97,97,12.97
55.3,9.6,96,12.97,91,12.97
89.0,9.6,93,12.97,98,12.97
32.2,9.7,94,12.97,97,12.97
55.9,9.7,98,12.97,97,12.97
94.8,9.7,0,12.97,0,12.97
95.2,8.6,0,12.97,0,12.97
56.0,8.8,0,12.97,0,12.97
91.7,9.0,0,12.97,0,12.97
32.5,9.3,0,12.97,0,12.97
54.2,9.5,0,12.97,0,12.97
93.9,9.6,90,12.97,92,12.97
71.2,9.7,98,12.97,97,12.97
50.6,9.7,97,12.97,91,12.97
93.9,9.6,98,12.97,96,12.97
94.9,9.7,95,12.97,98,12.97
56.1,9.7,95,12.97,99,12.97
96.9,9.7,96,12.97,97,12.97
56.2,9.6,94,12.97,97,12.97
56.1,9.6,97,12.97,93,12.97
93.7,9.6,95,12.97,93,12.97
46.3,9.6,98,12.97,95,12.97
39.7,9.7,98,12.97,97,12.97
92.2,9.6,95,12.97,98,12.97
54.9,9.6,96,12.97,97,12.97
26.9,9.6,98,12.97,94,12.97
87.5,9.6,98,12.97,0,12.97
52.3,8.6,0,12.97,0,12.97
75.5,8.8,0,12.97,0,12.97
88.6,9.0,0,12.97,0,12.97
86.4,9.3,0,12.97,0,12.97
59.7,9.8,0,12.97,0,12.97
29.2,9.9,96,12.97,93,12.97
95.9,9.9,97,12.97,98,12.97
55.8,10.0,96,12.97,97,12.97
91.7,9.9,92,12.97,94,12.97
95.1,10.0,97,12.97,97,12.97
53.3,10.0,98,12.97,97,12.97
94.9,10.0,97,12.97,97,12.97
95.3,10.0,93,12.97,94,12.97
54.1,10.0,99,12.97,91,12.97
93.0,10.0,95,12.97,97,12.97
92.1,10.1,98,12.97,95,12.97
56.6,10.0,96,12.97,97,12.97
92.7,10.0,93,12.97,97,12.97
45.2,10.0,97,12.97,94,12.97
49.0,10.0,96,12.97,94,12.97
93.9,10.0,0,12.97,0,12.97
51.8,9.0,0,12.97,0,12.97
25.7,9.3,0,12.97,0,12.97
94.1,9.2,0,12.97,0,12.97
57.5,9.5,0,12.97,0,12.97
51.7,9.8,0,12.97,97,12.97
92.4,9.8,96,12.97,95,12.97
96.2,9.9,97,12.97,97,12.97
57.2,9.6,97,12.97,94,12.97
98.8,9.6,80,12.97,93,12.97
94.4,9.6,98,12.97,95,12.97
53.7,9.7,97,12.97,96,12.97
25.5,9.7,99,12.97,98,12.97
95.1,9.7,98,12.97,96,12.97
98.7,9.6,96,12.97,97,12.97
54.5,9.7,95,12.97,96,12.97
24.8,9.8,98,12.97,93,12.97
91.7,9.8,98,12.97,94,12.97
53.5,9.9,97,12.97,97,12.97
27.3,9.9,95,12.97,95,12.97
94.1,9.9,97,12.97,40,12.97
64.6,8.8,0,12.91,0,1.27
384.37
