cpu_util,mem_util,gpu_util0,gmem_util0,gpu_util1,gmem_util1
93.3,9.5,95,12.79,99,12.79
51.8,9.6,96,12.79,99,12.79
24.7,9.6,96,12.79,97,12.79
95.6,9.6,98,12.79,97,12.79
98.6,9.5,98,12.79,98,12.79
79.3,9.5,97,12.79,98,12.79
56.2,9.6,99,12.79,98,12.79
91.6,9.6,96,12.79,97,12.79
40.8,9.7,97,12.79,97,12.79
79.0,9.9,97,12.79,97,12.79
95.2,9.9,98,12.79,97,12.79
43.0,9.8,98,12.79,95,12.79
54.6,9.8,99,12.79,98,12.79
88.5,9.6,97,12.79,95,12.79
25.7,9.5,97,12.79,98,12.79
51.5,9.5,98,12.79,98,12.79
94.7,9.5,98,12.79,98,12.79
50.2,9.6,96,12.79,98,12.79
50.9,9.6,99,12.79,98,12.79
89.6,9.6,98,12.79,98,12.79
51.2,9.5,96,12.79,97,12.79
45.5,9.6,95,12.79,97,12.79
86.7,9.7,98,12.79,97,12.79
48.4,9.7,98,12.79,98,12.79
46.1,9.7,98,12.79,96,12.79
92.6,9.7,98,12.79,98,12.79
55.1,9.7,98,12.79,98,12.79
94.1,9.7,97,12.79,94,12.79
93.7,9.7,97,12.79,96,12.79
52.9,9.8,97,12.79,94,12.79
92.7,9.7,94,12.79,97,12.79
53.4,9.6,97,12.79,98,12.79
58.2,9.7,97,12.79,98,12.79
92.8,9.6,98,12.79,98,12.79
46.0,9.6,99,12.79,96,12.79
61.1,9.6,97,12.79,97,12.79
90.6,9.6,99,12.79,97,12.79
36.6,9.7,97,12.79,97,12.79
60.1,9.7,0,12.79,0,12.79
93.2,8.7,0,12.79,0,12.79
50.5,9.0,0,12.79,0,12.79
52.3,9.1,0,12.79,0,12.79
88.6,9.4,0,12.79,0,12.79
80.8,9.6,0,12.79,97,12.79
55.8,9.7,98,12.79,98,12.79
94.5,9.7,98,12.79,97,12.79
55.8,9.7,97,12.79,98,12.79
23.4,9.6,97,12.79,96,12.79
89.0,9.7,98,12.79,96,12.79
53.5,9.7,95,12.79,97,12.79
90.5,9.5,92,12.79,96,12.79
68.7,9.6,98,12.79,96,12.79
54.9,9.6,98,12.79,95,12.79
91.4,9.6,99,12.79,97,12.79
58.3,9.6,98,12.79,97,12.79
26.3,9.6,99,12.79,98,12.79
92.5,9.6,97,12.79,98,12.79
61.1,9.6,98,12.79,98,12.79
25.6,9.6,97,12.79,98,12.79
95.8,9.6,96,12.79,97,12.79
57.7,9.6,98,12.79,98,12.79
87.2,9.6,98,12.79,96,12.79
79.6,9.6,99,12.79,95,12.79
58.7,9.7,99,12.79,98,12.79
91.8,9.7,97,12.79,96,12.79
50.7,9.7,97,12.79,97,12.79
22.6,9.6,96,12.79,96,12.79
91.0,9.6,95,12.79,98,12.79
56.7,9.6,99,12.79,98,12.79
94.0,9.6,98,12.79,98,12.79
94.9,9.6,99,12.79,97,12.79
56.8,9.6,99,12.79,98,12.79
92.6,9.6,96,12.79,96,12.79
40.9,9.6,98,12.79,99,12.79
56.9,9.6,98,12.79,98,12.79
77.9,9.6,97,12.79,95,12.79
55.6,9.6,98,12.79,97,12.79
26.2,9.5,99,12.79,97,12.79
93.1,9.6,98,12.79,98,12.79
54.2,9.6,96,12.79,97,12.79
25.4,9.6,98,12.79,97,12.79
88.8,9.6,94,12.79,97,12.79
55.4,9.6,99,12.79,97,12.79
35.4,9.5,98,12.79,97,12.79
92.8,9.6,98,12.79,98,12.79
51.2,9.6,98,12.79,98,12.79
91.8,9.6,98,12.79,99,12.79
39.1,9.6,95,12.79,98,12.79
58.2,9.5,99,12.79,98,12.79
93.3,9.6,96,12.79,97,12.79
28.7,9.6,98,12.79,97,12.79
27.5,9.6,96,12.79,97,12.79
97.9,9.6,97,12.79,97,12.79
57.5,9.6,97,12.79,98,12.79
37.1,9.5,96,12.79,98,12.79
90.9,9.6,97,12.79,99,12.79
56.6,9.6,97,12.79,98,12.79
26.0,9.6,96,12.79,96,12.79
95.0,9.6,98,12.79,98,12.79
52.3,9.5,98,12.79,98,12.79
88.1,9.5,98,12.79,99,12.79
53.9,9.6,98,12.79,97,12.79
58.0,9.6,99,12.79,0,12.79
96.7,8.4,0,12.79,0,12.79
95.6,8.6,0,12.79,0,12.79
98.0,8.9,0,12.79,0,12.79
97.8,9.0,0,12.79,0,12.79
88.8,9.3,0,12.79,0,12.79
97.9,9.5,0,12.79,100,12.79
94.1,9.7,97,12.79,96,12.79
56.4,9.5,98,12.79,98,12.79
81.0,9.6,97,12.79,79,12.79
99.4,9.6,93,12.79,97,12.79
99.3,9.7,98,12.79,97,12.79
99.4,9.9,90,12.79,96,12.79
53.9,10.0,98,12.79,96,12.79
25.7,9.7,98,12.79,97,12.79
93.7,9.8,97,12.79,98,12.79
54.0,9.8,98,12.79,98,12.79
95.3,9.7,97,12.79,97,12.79
95.5,9.8,98,12.79,96,12.79
55.3,9.8,99,12.79,99,12.79
90.8,9.7,98,12.79,97,12.79
91.8,9.7,97,12.79,98,12.79
59.5,9.6,97,12.79,96,12.79
92.1,9.6,98,12.79,96,12.79
51.0,9.7,99,12.79,98,12.79
25.8,9.7,98,12.79,96,12.79
94.9,9.7,96,12.79,97,12.79
76.0,9.7,98,12.79,98,12.79
26.5,9.8,98,12.79,98,12.79
96.1,9.7,95,12.79,97,12.79
52.8,9.6,98,12.79,97,12.79
26.6,9.6,98,12.79,96,12.79
96.3,9.6,98,12.79,95,12.79
55.5,9.7,98,12.79,98,12.79
92.4,9.7,97,12.79,97,12.79
92.4,9.7,98,12.79,95,12.79
57.3,9.8,98,12.79,97,12.79
95.1,9.6,96,12.79,97,12.79
91.5,9.6,97,12.79,98,12.79
57.2,9.7,98,12.79,97,12.79
93.8,9.7,98,12.79,97,12.79
53.2,9.6,98,12.79,98,12.79
26.4,9.6,98,12.79,98,12.79
95.2,9.5,97,12.79,97,12.79
53.8,9.5,96,12.79,98,12.79
23.6,9.6,98,12.79,98,12.79
93.1,9.6,97,12.79,98,12.79
54.4,9.5,97,12.79,98,12.79
24.3,9.5,97,12.79,98,12.79
94.7,9.5,97,12.79,98,12.79
56.1,9.6,98,12.79,98,12.79
96.8,9.6,98,12.79,98,12.79
94.7,9.7,96,12.79,96,12.79
56.0,9.6,98,12.79,96,12.79
47.7,9.7,97,12.79,98,12.79
94.3,9.7,97,12.79,98,12.79
53.9,9.6,97,12.79,98,12.79
95.6,9.7,97,12.79,97,12.79
93.1,9.6,97,12.79,97,12.79
56.1,9.6,99,12.79,94,12.79
94.5,9.6,98,12.79,98,12.79
91.2,9.7,96,12.79,96,12.79
53.5,9.6,96,12.79,95,12.79
90.3,9.6,98,12.79,98,12.79
29.6,9.6,98,12.79,98,12.79
51.8,9.7,99,12.79,0,12.79
94.1,8.6,0,12.79,0,12.79
96.7,8.8,0,12.79,0,12.79
51.9,8.9,0,12.79,0,12.79
92.1,9.2,0,12.79,0,12.79
94.0,9.4,0,12.79,0,12.79
67.6,9.6,95,12.79,97,12.79
85.5,9.6,99,12.79,93,12.79
91.8,9.6,97,12.79,98,12.79
54.1,9.6,98,12.79,98,12.79
92.7,9.5,97,12.79,95,12.79
92.5,9.5,97,12.79,98,12.79
54.2,9.6,97,12.79,97,12.79
95.8,9.6,97,12.79,97,12.79
34.1,9.6,98,12.79,98,12.79
57.8,9.6,97,12.79,97,12.79
92.9,9.6,97,12.79,97,12.79
96.8,9.6,98,12.79,97,12.79
52.7,9.6,99,12.79,96,12.79
91.6,9.7,98,12.79,97,12.79
89.5,9.6,98,12.79,98,12.79
58.5,9.7,98,12.79,97,12.79
92.5,9.7,98,12.79,97,12.79
30.9,9.6,96,12.79,97,12.79
53.6,9.6,98,12.79,97,12.79
94.9,9.6,97,12.79,98,12.79
52.1,9.6,98,12.79,98,12.79
25.1,9.6,99,12.79,98,12.79
92.9,9.6,93,12.79,96,12.79
53.2,9.5,97,12.79,96,12.79
26.0,9.6,98,12.79,96,12.79
90.4,9.6,98,12.79,98,12.79
56.4,9.6,98,12.79,98,12.79
58.5,9.6,96,12.79,97,12.79
86.5,9.6,98,12.79,98,12.79
55.2,9.6,98,12.79,98,12.79
90.7,9.6,97,12.79,98,12.79
41.5,9.6,98,12.79,96,12.79
55.1,9.6,98,12.79,96,12.79
91.3,9.6,98,12.79,98,12.79
54.6,9.6,97,12.79,98,12.79
24.4,9.5,97,12.79,97,12.79
91.9,9.6,96,12.79,94,12.79
53.9,9.7,93,12.79,97,12.79
96.2,9.8,96,12.79,97,12.79
99.0,9.8,98,12.79,91,12.79
27.1,9.8,99,12.79,97,12.79
95.5,9.7,96,12.79,98,12.79
59.1,9.8,99,12.79,96,12.79
51.9,9.8,98,12.79,96,12.79
99.6,9.8,86,12.79,93,12.79
98.9,9.8,94,12.79,91,12.79
99.1,9.8,93,12.79,89,12.79
72.6,9.8,97,12.79,98,12.79
55.5,9.8,97,12.79,98,12.79
94.1,9.7,97,12.79,98,12.79
36.7,9.9,94,12.79,97,12.79
52.6,9.9,98,12.79,97,12.79
90.1,9.7,93,12.79,98,12.79
28.6,9.6,98,12.79,98,12.79
51.1,9.6,98,12.79,96,12.79
82.1,9.6,97,12.79,97,12.79
52.1,9.7,99,12.79,98,12.79
26.3,9.6,99,12.79,98,12.79
92.5,9.6,32,12.79,0,12.79
88.8,8.6,0,12.79,0,12.79
23.9,8.7,0,12.79,0,12.79
91.3,8.9,0,12.79,0,12.79
54.6,9.3,0,12.79,0,12.79
34.1,9.5,0,12.79,0,12.79
96.2,9.6,98,12.79,97,12.79
52.1,9.7,98,12.79,98,12.79
25.8,9.6,99,12.79,97,12.79
96.3,9.7,98,12.79,98,12.79
52.3,9.7,98,12.79,98,12.79
26.6,9.6,97,12.79,95,12.79
91.0,9.7,97,12.79,98,12.79
57.9,9.6,97,12.79,98,12.79
92.8,9.7,98,12.79,98,12.79
48.5,9.7,98,12.79,96,12.79
39.5,9.7,98,12.79,96,12.79
91.7,9.7,95,12.79,99,12.79
57.1,9.7,96,12.79,99,12.79
24.2,9.6,97,12.79,98,12.79
92.1,9.6,97,12.79,97,12.79
52.9,9.6,97,12.79,97,12.79
94.6,9.6,96,12.79,97,12.79
91.2,9.6,98,12.79,98,12.79
60.1,9.8,97,12.79,97,12.79
90.1,9.8,94,12.79,96,12.79
95.4,9.7,97,12.79,97,12.79
60.4,9.8,99,12.79,96,12.79
94.4,9.6,98,12.79,97,12.79
49.8,9.7,97,12.79,98,12.79
26.7,9.6,94,12.79,97,12.79
94.7,9.6,96,12.79,97,12.79
58.4,9.6,99,12.79,97,12.79
25.5,9.6,99,12.79,94,12.79
92.2,9.7,96,12.79,98,12.79
62.3,9.6,98,12.79,99,12.79
24.9,9.6,98,12.79,97,12.79
95.3,9.6,96,12.79,97,12.79
44.8,9.7,98,12.79,99,12.79
93.8,9.6,96,12.79,97,12.79
96.1,9.6,98,12.79,98,12.79
54.3,9.6,97,12.79,94,12.79
91.3,9.6,94,12.79,96,12.79
35.5,9.6,97,12.79,98,12.79
53.4,9.6,98,12.79,95,12.79
96.6,9.6,98,12.79,97,12.79
53.3,9.5,98,12.79,97,12.79
27.1,9.6,98,12.79,97,12.79
93.7,9.5,96,12.79,98,12.79
54.0,9.6,98,12.79,98,12.79
24.7,9.6,97,12.79,97,12.79
95.4,9.6,97,12.79,97,12.79
55.2,9.5,98,12.79,98,12.79
92.2,9.6,97,12.79,97,12.79
93.4,9.5,98,12.79,98,12.79
54.4,9.6,98,12.79,98,12.79
93.4,9.6,97,12.79,98,12.79
90.2,9.6,98,12.79,98,12.79
54.5,9.6,98,12.79,98,12.79
96.0,9.6,98,12.79,95,12.79
25.9,9.6,98,12.79,98,12.79
53.6,9.6,98,12.79,97,12.79
92.8,9.6,98,12.79,97,12.79
51.3,9.7,96,12.79,98,12.79
26.3,9.6,96,12.79,42,12.79
95.8,8.9,0,12.79,0,12.79
94.1,8.6,0,12.79,0,12.79
22.4,9.0,0,12.79,0,12.79
94.8,9.2,0,12.79,0,12.79
56.6,9.3,0,12.79,0,12.79
54.3,9.6,37,12.79,95,12.79
91.6,9.6,94,12.79,96,12.79
57.6,9.6,98,12.79,98,12.79
25.3,9.5,98,12.79,96,12.79
94.5,9.6,98,12.79,97,12.79
47.8,9.7,98,12.79,99,12.79
39.0,9.7,98,12.79,97,12.79
92.4,9.7,98,12.79,98,12.79
58.0,9.7,98,12.79,97,12.79
92.3,9.7,96,12.79,96,12.79
81.3,9.7,98,12.79,96,12.79
56.3,9.6,99,12.79,97,12.79
93.2,9.7,97,12.79,95,12.79
56.7,9.6,98,12.79,97,12.79
99.4,9.6,98,12.79,96,12.79
98.5,9.6,91,12.79,82,12.79
97.0,9.6,98,12.79,98,12.79
93.6,9.6,98,12.79,97,12.79
96.0,9.6,97,12.79,98,12.79
54.7,9.6,99,12.79,98,12.79
92.2,9.6,84,12.79,97,12.79
99.0,9.7,94,12.79,90,12.79
99.4,9.8,97,12.79,96,12.79
97.0,9.8,99,12.79,97,12.79
53.7,9.7,98,12.79,97,12.79
93.2,9.7,98,12.79,97,12.79
48.1,9.8,98,12.79,99,12.79
26.7,9.8,99,12.79,98,12.79
87.5,9.6,95,12.79,98,12.79
52.2,9.6,96,12.79,98,12.79
25.8,9.6,98,12.79,96,12.79
92.5,9.7,97,12.79,97,12.79
52.9,9.7,98,12.79,98,12.79
89.2,9.6,96,12.79,96,12.79
93.0,9.6,98,12.79,97,12.79
55.4,9.6,98,12.79,97,12.79
90.1,9.6,96,12.79,96,12.79
97.7,9.6,96,12.79,98,12.79
59.0,9.6,99,12.79,96,12.79
94.2,9.6,97,12.79,96,12.79
57.0,9.6,97,12.79,97,12.79
25.6,9.7,98,12.79,97,12.79
90.3,9.6,98,12.79,97,12.79
57.2,9.6,98,12.79,97,12.79
94.7,9.6,98,12.79,97,12.79
41.8,9.7,99,12.79,99,12.79
55.0,9.7,99,12.79,97,12.79
92.9,9.6,97,12.79,98,12.79
53.6,9.6,98,12.79,98,12.79
26.0,9.6,98,12.79,97,12.79
89.4,9.7,97,12.79,96,12.79
57.6,9.7,95,12.79,95,12.79
91.4,9.6,97,12.79,97,12.79
97.6,9.6,95,12.79,98,12.79
58.8,9.6,98,12.79,98,12.79
92.6,9.7,99,12.79,98,12.79
73.4,9.5,98,12.79,96,12.79
54.9,9.6,98,12.79,97,12.79
94.3,9.5,95,12.79,99,12.79
59.8,9.6,0,12.79,0,12.79
26.0,8.7,0,12.79,0,12.79
95.6,8.9,0,12.79,0,12.79
81.4,9.1,0,12.79,0,12.79
52.9,9.3,0,12.79,0,12.79
90.0,9.6,0,12.79,96,12.79
94.7,9.6,96,12.79,94,12.79
50.9,9.7,98,12.79,95,12.79
95.4,9.6,98,12.79,95,12.79
89.7,9.6,97,12.79,98,12.79
52.3,9.6,98,12.79,98,12.79
90.7,9.6,95,12.79,96,12.79
30.7,9.6,98,12.79,98,12.79
58.6,9.6,99,12.79,98,12.79
95.7,9.6,96,12.79,98,12.79
57.1,9.6,99,12.79,98,12.79
22.7,9.6,98,12.79,96,12.79
86.8,9.6,97,12.79,98,12.79
60.3,9.6,97,12.79,98,12.79
96.0,9.6,97,12.79,98,12.79
93.2,9.6,98,12.79,98,12.79
55.1,9.6,97,12.79,95,12.79
93.9,9.5,98,12.79,96,12.79
37.6,9.6,98,12.79,96,12.79
54.9,9.7,98,12.79,94,12.79
96.0,9.6,98,12.79,96,12.79
41.6,9.7,97,12.79,97,12.79
31.8,9.6,97,12.79,97,12.79
91.9,9.7,98,12.79,98,12.79
55.3,9.5,98,12.79,99,12.79
24.7,9.6,98,12.79,97,12.79
96.4,9.5,96,12.79,98,12.79
55.8,9.6,97,12.79,98,12.79
26.9,9.6,95,12.79,98,12.79
93.0,9.6,97,12.79,98,12.79
52.3,9.6,94,12.79,98,12.79
92.7,9.6,97,12.79,98,12.79
95.9,9.6,97,12.79,98,12.79
59.6,9.6,95,12.79,98,12.79
94.5,9.6,98,12.79,97,12.79
71.8,9.6,95,12.79,98,12.79
57.4,9.7,97,12.79,98,12.79
97.4,9.6,98,12.79,96,12.79
37.3,9.7,97,12.79,99,12.79
57.5,9.8,98,12.79,97,12.79
97.0,9.8,97,12.79,97,12.79
52.0,9.7,95,12.79,98,12.79
25.3,9.7,99,12.79,96,12.79
91.1,9.6,99,12.79,99,12.79
37.1,9.6,98,12.79,98,12.79
24.3,9.5,96,12.79,97,12.79
96.1,9.6,95,12.79,98,12.79
51.6,9.6,97,12.79,98,12.79
45.0,9.6,97,12.79,96,12.79
94.1,9.6,98,12.79,97,12.79
53.5,9.5,97,12.79,98,12.79
89.0,9.6,97,12.79,96,12.79
96.3,9.5,97,12.79,98,12.79
55.3,9.7,97,12.79,97,12.79
96.1,9.6,98,12.79,96,12.79
52.5,9.7,98,12.79,98,12.79
25.5,9.6,99,12.79,85,12.79
99.3,9.6,69,12.79,98,12.79
99.7,9.8,83,12.79,81,12.79
98.8,9.9,93,12.79,97,12.79
99.4,9.9,4,12.79,0,12.72
98.0,8.6,0,1.27,0,1.27
1170.26
